Index,CWE,Vulnerable,relation-with-Top-3,#relevant-top-3,relations,similar-id-1,similar-id-2,similar-id-3,similar-id-4,similar-id-5,similar-id-6,similar-id-7,similar-id-8,similar-id-9,similar-id-10
1782,119,0,No,0,,1311,1259,1302,1274,1290,1317,,,,
1783,476,0,No,0,,121,157,1038,230,14,122,117,689,83,422
1784,119,0,No,0,,1299,,,,,,,,,
1785,369,0,No,0,,1074,1046,1094,1164,617,664,1263,1392,605,1085
1786,20,0,No,0,,108,638,348,688,148,669,128,71,5,587
1787,264,0,No,0,,1268,1339,1269,,,,,,,
1788,190,0,No,0,,433,1312,1054,1392,1284,1074,478,463,1242,1094
1789,264,0,No,0,,527,1331,242,562,316,925,1234,754,863,807
1790,787,0,No,0,,,,,,,,,,,
1791,476,0,No,0,,92,581,619,766,595,,,,,
1792,416,0,Yes,1,415 PeerOf 416,1054,1071,26,1064,1070,415,457,58,621,1384
1793,476,0,No,0,,1330,,,,,,,,,
1794,264,0,No,0,,,,,,,,,,,
1795,119,0,No,0,,1122,1058,923,1086,551,590,1056,913,615,1117
1796,284,0,No,0,,1057,598,1105,1113,572,530,336,775,1107,546
1797,20,0,Yes,1,20 CanPrecede 22,1338,22,1273,828,297,1223,831,79,226,
1798,20,0,Yes,1,Same weakness,1240,20,,,,,,,,
1799,362,0,No,0,,1240,20,,,,,,,,
1801,264,0,No,0,,1094,1089,1084,1085,77,1097,1120,779,1074,1066
1802,476,0,No,0,,28,426,1281,616,26,339,621,1393,1083,778
1803,20,0,No,0,,560,272,270,334,610,402,675,224,274,533
1804,119,0,No,0,,,,,,,,,,,
1805,125,0,No,0,,,,,,,,,,,
1806,399,0,No,0,,1004,1049,1315,106,567,61,1319,1125,917,316
1807,476,0,Yes,2,"476 and 657 are siblings, 476 and 273 are siblings",56,48,54,657,783,500,198,93,550,273
1809,617,0,No,0,,1326,1223,1389,828,319,942,650,1297,838,639
1811,119,0,Yes,1,824 ChildOf 119,1235,262,312,492,626,612,1342,824,764,34
1812,264,0,No,0,,1389,1326,1223,,,,,,,
1813,732,0,No,0,,584,287,378,193,1111,344,166,672,131,833
1814,125,0,No,0,,329,,,,,,,,,
1815,200,0,No,0,,590,1058,1056,913,1086,1117,1060,435,1096,1122
1816,264,0,No,0,,84,698,290,549,321,277,288,408,135,459
1817,264,0,No,0,,667,917,316,567,527,1116,1049,184,106,1315
1818,399,0,No,0,,,,,,,,,,,
1820,399,0,No,0,,1282,1301,1289,27,1024,24,32,512,912,1391
1821,119,0,No,0,,433,1312,1392,,,,,,,
1822,787,0,No,0,,1341,1330,,,,,,,,
1824,399,0,No,0,,592,1174,456,475,496,177,238,276,87,1241
1825,125,0,No,0,,1385,250,1283,1278,1232,1260,1236,35,470,
1826,400,0,Yes,1,400 and 1329 are siblings,1329,,,,,,,,,
1828,200,0,No,0,,1326,1223,,,,,,,,
1829,476,0,No,0,,,,,,,,,,,
1830,416,0,No,0,,,,,,,,,,,
1832,362,0,No,0,,1124,318,6,1076,215,581,436,786,92,112
1833,200,0,No,0,,1240,,,,,,,,,
1834,20,0,No,0,,329,843,,,,,,,,
1835,362,0,No,0,,1120,1042,1085,1089,1084,1094,1074,597,1066,765
1836,416,0,No,0,,1392,1094,1074,664,765,1085,617,77,1089,1263
1837,200,0,No,0,,1190,,,,,,,,,
1838,416,0,No,0,,1042,1120,1066,1089,597,1084,765,1097,412,524
1839,399,0,No,0,,593,391,90,53,773,494,805,1062,52,369
1840,399,0,No,0,,,,,,,,,,,
1841,264,0,No,0,,333,51,395,832,596,793,1062,1098,221,548
1843,399,0,No,0,,35,1267,1039,1246,1278,190,1385,662,1236,89
1846,119,0,No,0,,,,,,,,,,,
1847,399,0,No,0,,,,,,,,,,,
1848,19,0,No,0,,1240,,,,,,,,,
1849,119,0,Yes,1,788 ChildOf 119,391,910,8,155,314,788,1296,477,95,623
1850,20,0,No,0,,468,12,608,132,218,423,247,292,525,232
1851,415,0,No,0,,1282,1115,1193,32,1310,1266,195,30,,
1852,200,0,No,0,,,,,,,,,,,
1853,264,0,No,0,,304,43,93,657,56,156,926,48,596,681
1854,834,0,No,0,,,,,,,,,,,
1856,200,0,No,0,,122,96,421,83,234,121,689,230,157,37
1857,200,0,Yes,1,1273 ChildOf 200,830,831,79,1221,1191,1273,226,1317,1338,94
1858,264,0,No,0,,1240,20,,,,,,,,
1859,200,0,No,0,,657,48,56,54,783,500,42,44,797,46
1861,732,0,No,0,,96,122,421,14,157,234,109,230,561,121
1862,20,0,Yes,1,Same weakness,1240,20,,,,,,,,
1863,119,0,No,0,,,,,,,,,,,
1864,20,0,No,0,,122,96,14,421,234,628,109,129,230,491
1865,119,0,No,0,,,,,,,,,,,
1866,17,0,No,0,,1240,,,,,,,,,
1867,416,0,No,0,,145,1262,294,692,761,762,781,615,1043,367
1869,399,0,No,0,,391,487,1110,484,326,180,476,805,410,593
1870,399,0,No,0,,1351,,,,,,,,,
1871,200,0,No,0,,1240,,,,,,,,,
1872,264,0,No,0,,459,85,419,424,266,84,175,698,282,549
1873,119,0,No,0,,,,,,,,,,,
1874,399,0,No,0,,1240,,,,,,,,,
1875,119,0,No,0,,527,316,567,184,667,925,799,1116,579,917
1876,264,0,No,0,,,,,,,,,,,
1877,476,0,No,0,,108,71,148,638,688,348,587,669,553,655
1878,284,0,Yes,1,282 ChildOf 284,419,85,459,424,84,266,698,175,282,704
1879,190,0,Yes,1,Same weakness,35,190,1385,1278,1039,1246,250,642,1267,188
1880,400,0,No,0,,79,1338,1221,94,1273,,,,,
1881,119,0,No,0,,,,,,,,,,,
1882,399,0,No,0,,1320,502,539,34,520,1260,1232,920,1209,578
1883,617,0,No,0,,,,,,,,,,,
1884,20,0,No,0,,,,,,,,,,,
1885,264,0,No,0,,527,316,925,184,917,667,242,1116,1298,1331
1886,347,0,No,0,,,,,,,,,,,
1887,119,0,No,0,,,,,,,,,,,
1888,399,0,No,0,,785,1106,436,804,595,1068,599,1100,318,1076
1889,399,0,No,0,,1320,502,1260,488,520,1232,400,539,1278,250
1890,200,0,No,0,,,,,,,,,,,
1891,772,0,No,0,,1311,1022,1231,1224,1302,,,,,
1893,20,0,No,0,,1058,1075,82,546,81,1069,91,583,683,1095
1895,416,0,No,0,,81,401,82,91,583,1075,1063,64,546,1052
1896,399,0,No,0,,1241,377,276,346,231,172,237,390,340,239
1897,189,0,No,0,,47,628,194,37,122,407,280,535,372,531
1899,399,0,No,0,,760,1268,1303,88,1222,1300,116,1269,1339,843
1900,416,0,No,0,,528,607,541,118,613,439,687,233,706,222
1901,125,0,No,0,,,,,,,,,,,
1904,416,0,Yes,1,Same weakness,1339,1224,116,1220,1268,591,1314,416,1022,200
1906,399,0,No,0,,29,33,1282,626,552,125,30,312,32,707
1907,125,0,No,0,,1119,298,1065,201,1092,776,619,1093,92,124
1908,125,0,No,0,,,,,,,,,,,
1909,264,0,No,0,,8,314,391,623,477,430,694,788,806,556
1910,416,0,No,0,,1282,1024,1391,1289,782,574,1285,1301,594,197
1911,20,0,No,0,,40,39,1078,447,229,267,341,545,1324,613
1912,399,0,No,0,,1240,,,,,,,,,
1913,362,0,No,0,,1240,,,,,,,,,
1916,404,0,Yes,1,772 ChildOf 404,1090,1091,1052,772,179,1103,1127,1126,1088,454
1917,119,0,Yes,1,786 ChildOf 119,6,1124,581,436,215,318,786,686,1076,112
1918,362,0,No,0,,509,508,182,309,173,468,608,132,218,269
1919,125,0,No,0,,,,,,,,,,,
1921,416,0,No,0,,330,315,160,1123,162,164,1055,404,653,1121
1922,254,0,No,0,,132,218,468,423,247,292,608,769,12,232
1923,200,0,No,0,,1268,116,1339,1269,1300,760,416,1220,,
1924,787,0,No,0,,,,,,,,,,,
1925,189,0,No,0,,1240,,,,,,,,,
1926,476,0,No,0,,1240,,,,,,,,,
1927,125,0,No,0,,184,316,667,1116,827,799,527,567,,
1928,254,0,No,0,,598,1057,1058,530,1105,572,1107,583,64,1075
1929,284,0,No,0,,514,122,178,561,568,37,194,14,47,96
1930,399,0,No,0,,524,762,761,86,98,367,597,692,1043,66
1931,264,0,No,0,,1076,436,1100,147,1068,36,1106,1124,1271,11
1932,20,0,No,0,,56,48,54,657,783,500,596,43,304,44
1933,264,0,No,0,,1351,,,,,,,,,
1934,476,0,No,0,,,,,,,,,,,
1935,399,0,No,0,,1224,1268,116,1339,1220,416,591,200,1316,1300
1936,125,0,No,0,,785,1106,599,436,318,1068,595,1100,581,1076
1937,264,0,No,0,,1274,1317,1290,1322,1311,1259,,,,
1938,264,0,No,0,,391,53,1062,593,90,333,369,410,494,805
1939,189,0,No,0,,132,218,423,247,292,769,608,468,123,232
1941,20,0,Yes,1,20 CanPrecede 74,1317,1191,1274,1221,74,1318,1322,830,,
1942,399,0,No,0,,35,1267,1039,1278,190,1385,1236,1246,188,642
1943,264,0,No,0,,1240,20,,,,,,,,
1944,119,0,No,0,,,,,,,,,,,
1945,732,0,No,0,,62,567,1125,1049,1116,184,527,917,1315,777
1946,125,0,No,0,,1224,,,,,,,,,
1947,400,0,No,0,,1260,250,1385,1232,488,1320,1278,1283,209,648
1948,264,0,No,0,,104,613,510,40,538,281,614,528,39,541
1949,119,0,No,0,,157,121,83,122,689,230,14,15,311,109
1951,264,0,No,0,,1326,1223,1389,319,828,,,,,
1952,264,0,No,0,,86,245,582,615,1262,590,692,526,749,25
1953,20,0,No,0,,494,1098,52,221,333,410,1062,585,805,185
1954,189,0,No,0,,239,342,440,276,1241,377,346,140,231,390
1955,254,0,No,0,,1332,1261,,,,,,,,
1956,125,0,No,0,,,,,,,,,,,
1957,399,0,No,0,,57,1079,330,1296,337,563,908,455,95,922
1959,119,0,No,0,,1119,298,619,1092,1093,92,201,776,653,1065
1960,416,0,No,0,,1109,616,1104,246,1315,110,138,134,1099,61
1961,254,0,No,0,,,,,,,,,,,
1963,416,0,No,0,,1091,1126,103,1103,436,1127,1106,1088,772,317
1964,189,0,No,0,,1240,,,,,,,,,
1965,189,0,No,0,,,,,,,,,,,
1966,264,0,No,0,,64,583,127,546,,,,,,
1967,119,0,No,0,,,,,,,,,,,
1968,119,0,Yes,1,193 CanPrecede 119,696,705,434,345,791,272,560,270,193,402
1969,119,0,No,0,,,,,,,,,,,
1970,362,0,No,0,,,,,,,,,,,
1971,20,0,No,0,,1246,1267,662,35,89,,,,,
1972,20,0,No,0,,,,,,,,,,,
1973,399,0,No,0,,641,262,1243,1342,1248,312,34,1193,612,31
1974,200,0,No,0,,564,148,286,685,59,128,545,303,1078,40
1975,119,0,No,0,,1126,1091,1103,1090,1127,,,,,
1976,189,0,No,0,,590,615,1117,25,435,1058,1096,913,243,1086
1977,200,0,No,0,,1122,923,1086,1058,1056,615,551,1060,435,356
1978,254,0,No,0,,1282,1193,1289,594,1301,338,1331,24,1024,33
1979,264,0,No,0,,611,1292,,,,,,,,
1981,476,0,Yes,1,476 and 1041 are siblings,615,256,243,25,435,1041,590,1080,1102,1096
1985,125,0,No,0,,1295,1248,34,244,577,263,920,1342,31,1321
1988,119,0,No,0,,404,315,1123,337,665,580,1296,1079,160,330
1989,416,0,No,0,,35,1077,1267,1039,1246,89,,,,
1990,200,0,No,0,,436,1076,780,11,36,318,1271,1106,204,1068
1992,125,0,No,0,,1077,35,,,,,,,,
1993,787,0,No,0,,,,,,,,,,,
1994,399,0,No,0,,,,,,,,,,,
1995,310,0,No,0,,330,653,315,1123,404,160,909,162,1296,164
1996,125,0,No,0,,509,182,676,508,439,218,132,423,269,173
1997,20,0,No,0,,329,207,662,350,1233,35,1270,829,759,1264
1998,20,0,No,0,,52,494,51,221,53,50,1098,410,1062,391
1999,189,0,No,0,,761,1044,86,762,1043,66,692,1188,294,98
2000,399,0,No,0,,,,,,,,,,,
2001,200,0,No,0,,619,581,92,413,124,318,766,436,150,758
2002,399,0,No,0,,,,,,,,,,,
2004,200,0,No,0,,1294,,,,,,,,,
2007,200,0,No,0,,,,,,,,,,,
2008,264,0,No,0,,1240,,,,,,,,,
2009,200,0,No,0,,568,122,178,561,14,194,96,514,628,37
2010,125,0,No,0,,1326,,,,,,,,,
2011,362,0,Yes,1,1223 ChildOf 362,297,1273,22,1338,94,1223,79,226,1221,1326
2012,20,0,No,0,,391,1110,180,,,,,,,
2013,119,0,No,0,,558,111,1064,1070,1071,1312,1054,415,621,26
2015,189,0,No,0,,,,,,,,,,,
2016,264,0,No,0,,655,680,553,128,148,349,217,564,108,545
2018,119,0,No,0,,,,,,,,,,,
2019,388,0,No,0,,,,,,,,,,,
2020,611,0,No,0,,1240,,,,,,,,,
2021,264,0,No,0,,1233,829,329,207,662,843,943,35,1270,841
2022,254,0,No,0,,1326,,,,,,,,,
2024,404,0,No,0,,597,1089,1084,1085,1094,761,524,1066,294,86
2025,284,0,No,0,,545,148,59,39,40,248,564,268,447,543
2026,264,0,No,0,,1059,327,1357,1341,1250,1007,1330,1291,259,301
2027,369,0,No,0,,,,,,,,,,,
2028,77,0,No,0,,502,1320,520,1209,539,400,1295,1232,578,34
2029,416,0,No,0,,613,281,40,697,614,1078,538,607,39,510
2031,200,0,No,0,,,,,,,,,,,
2032,125,0,No,0,,1240,,,,,,,,,
2033,399,0,No,0,,1224,1316,1220,479,1314,1231,1268,1022,116,1339
2034,399,0,No,0,,,,,,,,,,,
2036,617,0,No,0,,,,,,,,,,,
2037,399,0,No,0,,377,276,1241,346,231,237,172,390,342,340
2038,200,0,No,0,,1069,91,602,82,1095,1045,471,474,622,1052
2039,20,0,No,0,,1248,,,,,,,,,
2041,416,0,No,0,,583,202,428,683,546,1075,336,598,81,401
2042,119,0,No,0,,,,,,,,,,,
2043,399,0,No,0,,1330,1341,1336,,,,,,,
2044,416,0,No,0,,,,,,,,,,,
2045,189,0,No,0,,1224,116,,,,,,,,
2046,125,0,No,0,,1330,1292,1336,,,,,,,
2047,134,0,No,0,,1326,1389,319,828,1223,1297,942,611,1336,650
2048,189,0,No,0,,494,221,333,391,52,1098,593,395,585,90
2050,362,0,Yes,1,362 and 430 are siblings,314,391,430,623,8,788,477,556,694,476
2051,264,0,No,0,,1389,1326,319,1223,828,942,1297,,,
2052,200,0,Yes,1,1273 ChildOf 200,79,226,831,1191,94,1221,1322,1273,1317,1318
2053,200,0,Yes,1,1295 ChildOf 200,502,539,836,1209,34,520,1320,920,1295,1321
2054,404,0,No,0,,1320,1248,34,,,,,,,
2055,125,0,No,0,,1351,,,,,,,,,
2056,732,0,No,0,,,,,,,,,,,
2057,20,0,No,0,,,,,,,,,,,
2058,787,0,No,0,,1289,1301,1282,24,197,1391,918,27,1024,912
2059,787,0,No,0,,1320,520,502,539,34,1260,1248,578,1232,1278
2061,20,0,No,0,,1274,1311,1259,1317,1224,1290,1252,497,1322,1022
2062,399,0,No,0,,34,244,31,353,1295,263,312,920,1243,1342
2063,119,0,No,0,,1080,615,243,405,1102,1041,590,1096,749,1058
2064,20,0,No,0,,,,,,,,,,,
2065,416,0,No,0,,1058,1122,1086,214,1021,257,1056,1060,551,489
2066,311,0,No,0,,51,494,333,793,657,1098,185,620,410,395
2067,200,0,No,0,,,,,,,,,,,
2068,200,0,No,0,,,,,,,,,,,
2069,20,0,No,0,,,,,,,,,,,
2070,119,0,Yes,1,129 CanPrecede 119,14,83,117,109,129,151,97,157,289,431
2072,20,0,Yes,1,20 and 240 are siblings,453,466,533,534,542,85,240,419,272,459
2073,119,0,No,0,,329,,,,,,,,,
2074,200,0,Yes,1,200 and 1331 are siblings,527,925,917,316,667,1234,567,863,1331,1116
2075,416,0,No,0,,1301,1289,1331,837,601,918,338,1282,1234,574
2076,399,0,No,0,,,,,,,,,,,
2077,264,0,No,0,,50,835,494,657,48,56,54,185,548,273
2078,20,0,No,0,,616,567,1125,777,1319,1275,1104,106,316,1004
2079,200,0,No,0,,,,,,,,,,,
2080,20,0,Yes,1,Same weakness,1240,20,,,,,,,,
2081,200,0,No,0,,,,,,,,,,,
2082,787,0,No,0,,,,,,,,,,,
2083,125,0,No,0,,1240,,,,,,,,,
2085,119,0,No,0,,,,,,,,,,,
2086,119,0,No,0,,,,,,,,,,,
2089,134,0,No,0,,1224,,,,,,,,,
2091,119,0,Yes,1,788 ChildOf 119,314,391,623,8,477,430,788,625,1296,95
2092,78,0,No,0,,533,534,542,240,453,466,420,272,459,402
2093,189,0,No,0,,527,316,184,917,667,579,925,1331,911,567
2094,119,0,No,0,,1084,781,367,,,,,,,
2095,20,0,No,0,,,,,,,,,,,
2096,416,0,No,0,,1341,327,1330,301,1059,1291,259,1357,1007,1250
2097,20,0,No,0,,1274,,,,,,,,,
2098,189,0,No,0,,35,1039,1246,1267,190,1328,1278,89,188,1385
2100,20,0,No,0,,,,,,,,,,,
2101,191,0,No,0,,,,,,,,,,,
2103,20,0,No,0,,1317,1191,1318,,,,,,,
2107,264,0,No,0,,,,,,,,,,,
2108,119,0,No,0,,,,,,,,,,,
2109,119,0,Yes,1,788 ChildOf 119,623,391,314,625,8,788,477,430,1296,107
2110,189,0,No,0,,615,1041,243,1058,1080,1102,405,256,1096,590
2111,399,0,No,0,,1251,362,798,,,,,,,
2113,89,0,No,0,,241,568,514,178,149,122,561,96,157,372
2114,119,0,No,0,,121,122,14,83,157,230,689,1038,96,422
2115,834,0,No,0,,1232,1283,1385,250,1260,35,1236,1278,,
2116,264,0,No,0,,605,396,1064,1312,1074,111,433,1279,1284,26
2117,125,0,No,0,,,,,,,,,,,
2119,20,0,Yes,1,Same weakness,1240,20,,,,,,,,
2120,119,0,No,0,,,,,,,,,,,
2121,119,0,No,0,,,,,,,,,,,
2122,20,0,No,0,,35,1039,1267,1246,1328,1385,190,,,
2123,119,0,No,0,,1282,1301,1289,1391,594,1024,574,918,782,29
2124,399,0,No,0,,34,1321,1248,244,920,263,1295,1320,539,1243
2126,22,0,No,0,,,,,,,,,,,
2127,119,0,No,0,,,,,,,,,,,
2128,20,0,Yes,1,20 and 138 are siblings,1125,213,616,1319,138,106,567,777,1104,667
2129,125,0,No,0,,,,,,,,,,,
2131,119,0,No,0,,1273,22,1338,1223,297,1326,828,1389,226,1221
2132,200,0,No,0,,,,,,,,,,,
2133,59,0,No,0,,1240,,,,,,,,,
2134,119,0,No,0,,,,,,,,,,,
2135,20,0,No,0,,201,298,776,1065,1118,1119,92,1092,619,146
2136,404,0,No,0,,,,,,,,,,,
2137,264,0,No,0,,1274,1317,,,,,,,,
2138,416,0,No,0,,433,605,1284,1312,463,111,1064,1074,1242,1094
2139,362,0,No,0,,1274,1317,1311,1252,1290,497,1322,1259,1302,646
2141,190,0,No,0,,1331,837,1289,501,1282,1301,1286,1234,130,912
2142,200,0,No,0,,,,,,,,,,,
2144,416,0,No,0,,1299,1323,,,,,,,,
2145,189,0,No,0,,1119,1092,653,23,146,1093,92,460,1118,141
2146,119,0,No,0,,258,225,443,516,755,176,,,,
2147,416,0,No,0,,494,1098,52,221,593,1062,793,51,585,410
2148,787,0,No,0,,1240,20,,,,,,,,
2149,20,0,No,0,,508,509,182,173,439,468,608,269,676,307
2150,119,0,No,0,,468,608,331,132,218,423,123,12,232,247
2151,399,0,No,0,,,,,,,,,,,
2152,119,0,No,0,,,,,,,,,,,
2153,399,0,No,0,,576,1285,1282,1301,1391,1189,918,32,574,1230
2154,264,0,No,0,,,,,,,,,,,
2155,119,0,No,0,,,,,,,,,,,
2156,125,0,No,0,,1240,,,,,,,,,
2157,200,0,No,0,,760,1303,88,1269,1300,1268,1222,329,,
2160,190,0,No,0,,1052,622,1090,1127,454,1072,603,1095,772,179
2162,119,0,No,0,,,,,,,,,,,
2163,264,0,No,0,,1076,147,36,1068,436,1100,780,1082,619,1106
2164,200,0,Yes,1,200 and 1331 are siblings,1331,1234,527,562,1289,1301,1286,316,837,807
2166,20,0,No,0,,35,190,1385,1328,1267,1236,1246,1278,188,1039
2167,200,0,Yes,1,200 and 377 are siblings,340,75,347,283,377,756,276,1241,346,456
2168,119,0,No,0,,,,,,,,,,,
2169,19,0,No,0,,1296,382,673,908,563,1087,771,183,216,1123
2170,617,0,No,0,,1043,615,98,374,86,66,692,1044,761,762
2171,119,0,No,0,,122,96,421,561,14,157,628,47,178,230
2172,399,0,No,0,,,,,,,,,,,
2173,310,0,No,0,,761,1262,692,66,615,762,781,245,374,86
2174,264,0,No,0,,83,157,121,122,96,14,422,97,689,230
2175,362,0,No,0,,1224,1220,1268,1339,591,116,1316,200,416,1314
2177,400,0,No,0,,,,,,,,,,,
2179,404,0,No,0,,415,457,1071,1064,1312,1384,621,637,1054,111
2180,77,0,No,0,,1329,,,,,,,,,
2183,125,0,No,0,,122,96,421,14,234,157,121,83,230,178
2184,399,0,No,0,,1336,611,,,,,,,,
2185,362,0,No,0,,1240,20,,,,,,,,
2186,264,0,No,0,,545,40,148,39,59,268,1078,248,564,229
2187,399,0,No,0,,1311,1224,1274,1290,1302,1022,,,,
2189,399,0,No,0,,1243,1235,31,1342,34,244,612,1248,312,343
2190,16,0,No,0,,,,,,,,,,,
2191,125,0,No,0,,,,,,,,,,,
2192,125,0,No,0,,,,,,,,,,,
2193,362,0,No,0,,1320,502,520,920,1248,1321,,,,
2194,20,0,Yes,1,Same weakness,1240,20,,,,,,,,
2195,119,0,No,0,,,,,,,,,,,
2196,200,0,No,0,,1240,20,,,,,,,,
2197,732,0,No,0,,605,1312,433,1064,1284,396,1054,1392,1242,1070
2198,254,0,No,0,,329,,,,,,,,,
2199,200,0,Yes,2,"200 and 1331 are siblings, 1272 CanPrecede 200",527,316,1331,925,184,1234,667,863,1272,579
2200,264,0,No,0,,596,185,50,835,391,494,1390,657,,
2201,125,0,No,0,,1224,1022,1302,1231,1316,1314,479,1274,1311,
2203,264,0,No,0,,616,363,138,1104,1275,,,,,
2204,200,0,No,0,,1240,,,,,,,,,
2205,362,0,Yes,1,662 CanPrecede 362,662,329,1264,759,207,1233,35,829,350,843
2206,399,0,No,0,,1392,1046,664,1074,605,77,1094,1242,1284,1089
2210,20,0,No,0,,,,,,,,,,,
2211,416,0,No,0,,,,,,,,,,,
2212,20,0,No,0,,391,1062,53,593,410,90,333,369,773,221
2213,264,0,No,0,,613,281,614,40,1078,104,538,39,528,697
2214,399,0,No,0,,1336,611,1292,,,,,,,
2215,416,0,No,0,,1240,,,,,,,,,
2216,119,0,No,0,,1327,145,762,1262,98,66,761,374,86,524
2219,476,0,No,0,,35,1267,1328,1039,1246,1385,190,1236,1278,188
2220,399,0,No,0,,608,468,132,525,423,218,247,292,12,769
2221,200,0,No,0,,1240,,,,,,,,,
2222,119,0,No,0,,1064,1054,1312,,,,,,,
2225,20,0,No,0,,1119,1092,1093,653,1118,23,146,774,141,92
2227,254,0,No,0,,592,1174,456,238,475,177,496,87,276,340
2229,362,0,Yes,1,362 and 430 are siblings,155,216,1296,95,314,623,477,8,183,430
2230,416,0,No,0,,1267,35,1246,89,1039,662,1233,1385,1077,
2231,264,0,No,0,,1090,179,1091,1126,1052,603,772,1127,454,622
2232,269,0,Yes,2,"269 and 1268 are siblings, 269 and 1224 are siblings",1268,760,1339,1300,1269,116,1303,1224,88,1222
2233,125,0,No,0,,,,,,,,,,,
2234,399,0,No,0,,427,,,,,,,,,
2235,22,0,No,0,,,,,,,,,,,
2237,189,0,No,0,,1240,,,,,,,,,
2238,310,0,No,0,,82,81,583,1075,401,64,1258,1095,546,127
2240,20,0,No,0,,272,270,610,402,274,224,334,386,675,560
2241,119,0,No,0,,1240,,,,,,,,,
2242,476,0,Yes,2,"476 and 570 are siblings, 476 and 571 are siblings",258,225,443,516,323,755,176,570,571,
2243,416,0,No,0,,1240,20,,,,,,,,
2244,119,0,No,0,,1311,1224,1316,1022,1302,1290,1274,,,
2245,20,0,No,0,,1240,,,,,,,,,
2246,362,0,No,0,,592,1174,456,238,496,475,177,87,340,276
2247,200,0,No,0,,1240,20,,,,,,,,
2248,119,0,No,0,,1274,1317,497,1311,1022,1290,74,226,1318,646
2249,476,0,No,0,,1278,190,1385,1236,35,250,642,1232,1246,1283
2251,400,0,No,0,,,,,,,,,,,
2253,284,0,No,0,,,,,,,,,,,
2254,20,0,No,0,,1299,1256,,,,,,,,
2255,400,0,No,0,,1240,,,,,,,,,
2257,835,0,No,0,,53,1062,369,593,221,410,90,1098,494,391
2258,264,0,No,0,,,,,,,,,,,
2259,416,0,No,0,,,,,,,,,,,
2260,189,0,No,0,,1282,918,24,32,1301,30,912,29,27,33
2261,264,0,No,0,,1268,760,1300,1269,88,116,1339,1303,329,1222
2263,119,0,No,0,,,,,,,,,,,
2264,269,0,No,0,,1240,,,,,,,,,
2265,119,0,No,0,,121,157,689,117,122,15,230,83,1038,14
2266,119,0,No,0,,,,,,,,,,,
2267,119,0,No,0,,1326,1223,828,639,838,1338,1389,22,,
2268,20,0,No,0,,494,52,1098,221,1062,410,50,369,585,90
2269,264,0,No,0,,662,89,1233,1267,829,1246,207,1264,35,843
2270,416,0,No,0,,14,83,117,109,129,151,97,431,311,482
2271,399,0,No,0,,1066,1120,1085,524,765,1094,412,597,367,1084
2272,254,0,No,0,,1090,1103,1127,1091,1052,179,1126,622,1095,454
2273,189,0,No,0,,156,304,43,783,657,797,42,49,56,48
2274,20,0,No,0,,1240,,,,,,,,,
2275,190,0,No,0,,113,1251,916,362,798,,,,,
2276,399,0,No,0,,1058,256,615,1041,1050,243,913,1080,405,1056
2277,20,0,No,0,,,,,,,,,,,
2278,264,0,No,0,,427,,,,,,,,,
2279,369,0,No,0,,,,,,,,,,,
2280,119,0,No,0,,1282,1024,1301,1391,594,1289,782,918,32,574
2283,59,0,No,0,,317,785,436,599,540,313,787,1126,154,627
2284,416,0,No,0,,588,220,691,522,167,537,710,468,790,174
2286,119,0,No,0,,225,443,516,755,570,571,176,323,258,554
2287,284,0,No,0,,1251,362,113,,,,,,,
2289,119,0,No,0,,1351,1299,1323,,,,,,,
2290,264,0,No,0,,391,326,484,180,1110,476,805,409,8,487
2291,399,0,No,0,,35,1039,1267,1246,89,190,662,1278,829,1077
2293,125,0,No,0,,66,86,1043,1262,1044,98,615,692,374,762
2294,119,0,Yes,1,Same weakness,26,1281,621,339,637,426,28,119,778,616
2295,119,0,No,0,,,,,,,,,,,
2296,189,0,No,0,,1274,,,,,,,,,
2297,189,0,No,0,,,,,,,,,,,
2298,20,0,No,0,,329,1300,1303,,,,,,,
2299,264,0,No,0,,39,40,613,281,104,614,510,697,541,447
2300,254,0,No,0,,1240,,,,,,,,,
2302,119,0,No,0,,,,,,,,,,,
2303,416,0,No,0,,30,29,1282,1310,33,612,626,125,32,312
2305,416,0,No,0,,,,,,,,,,,
2306,20,0,No,0,,1117,615,590,913,1086,25,1096,923,1056,1122
2307,119,0,No,0,,,,,,,,,,,
2308,200,0,No,0,,553,349,655,680,564,148,128,217,108,669
2310,399,0,No,0,,12,468,608,218,132,423,247,292,123,769
2311,617,0,No,0,,1224,1220,1268,1339,1316,116,1022,591,1231,200
2312,94,0,No,0,,1394,1057,598,530,336,1105,583,546,1107,572
2313,787,0,No,0,,1164,1312,,,,,,,,
2314,362,0,No,0,,1235,312,626,707,612,1243,262,641,764,644
2315,119,0,Yes,1,805 ChildOf 119,1062,53,410,90,369,391,593,1098,494,805
2316,125,0,No,0,,1282,27,918,912,32,1189,24,1115,33,1266
2317,399,0,No,0,,1085,1089,765,605,1094,1120,1287,1084,77,1242
2320,399,0,No,0,,1086,1056,403,923,1096,432,551,913,356,1058
2321,119,0,No,0,,761,762,1043,1044,692,1262,245,86,66,524
2322,125,0,No,0,,,,,,,,,,,
2323,20,0,No,0,,327,,,,,,,,,
2325,190,0,No,0,,1193,1331,594,574,338,1048,1285,1282,197,576
2326,189,0,No,0,,,,,,,,,,,
2327,20,0,No,0,,1240,,,,,,,,,
2329,369,0,No,0,,1240,,,,,,,,,
