Cwe,Folder,Palm_Description,Id_of_description_1,Description_from_cwe_website_1,Score_1,Id_of_description_2,Description_from_cwe_website_2,Score_2,Id_of_description_3,Description_from_cwe_website_3,Score_3,Id_of_description_4,Description_from_cwe_website_4,Score_4,Id_of_description_5,Description_from_cwe_website_5,Score_5,Ground_Ranking,Ground_Score,Ground_ID,Ground_Desc
cwe-22,codeql-eg-TarSlip,The program unzips the tar file to /tmp/unpack.,378,"Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack.",0.3246,494,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,0.3145,459,The product does not properly clean up and remove temporary or supporting resources after they have been used.,0.3143,379,The product creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.,0.3125,276,"During installation, installed file permissions are set to allow anyone to modify those files.",0.3118,89,0.1316,22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory."
cwe-416,codeql-UseAfterFree,"The main function in C is responsible for initializing the program and calling the functions that perform the program's tasks. In this case, the main function first gets the buffer size from the command-line arguments, then allocates a buffer of that size. The main function then does something with the buffer, such as reading data from it or writing data to it. Finally, the main function frees the memory that was allocated for the buffer.",466,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,0.5734,786,The product reads or writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.,0.4821,124,The product writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.,0.4781,788,The product reads or writes to a buffer using an index or pointer that references a memory location after the end of the buffer.,0.4776,805,"The product uses a sequential operation to read or write a buffer, but it uses an incorrect length value that causes it to access memory that is outside of the bounds of the buffer.",0.4613,7,0.4478,416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code."
cwe-119,my-eg-1,The function returns the argument from argv[] that corresponds to the index in argv[1].,466,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,0.3775,562,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.",0.3582,134,"The product uses a function that accepts a format string as an argument, but the format string originates from an external source.",0.3179,1126,"The source code declares a variable in one scope, but the variable is only used within a narrower scope.",0.2786,822,"The product obtains a value from an untrusted source, converts this value to a pointer, and dereferences the resulting pointer.",0.2699,89,0.1380,119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer."
cwe-798,codeql-eg-HardcodedCredentials-b,"The checkmod function checks if a user is a moderator. It does this by querying the database for the username and password provided. If the user is found in the database and their password matches, the function returns true. Otherwise, it returns false.",394,"The product does not properly check when a function or operation returns a value that is legitimate for the function, but is not expected by the product.",0.3111,289,"The product performs authentication based on the name of a resource being accessed, or the name of the actor performing the access, but it does not properly check all possible names for that resource or actor.",0.3009,839,"The product checks a value to ensure that it is less than or equal to a maximum, but it does not also verify that the value is greater than or equal to the minimum.",0.2964,252,"The product does not check the return value from a method or function, which can prevent it from detecting unexpected states and conditions.",0.2825,649,"The product uses obfuscation or encryption of inputs that should not be mutable by an external actor, but the product does not use integrity checks to detect if those inputs have been modified.",0.2751,62,0.1712,798,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data."
cwe-306,my-eg-1,The settings function is a route that is only accessible to users who are logged in. It displays a page with secret settings.,15,One or more system settings or configuration elements can be externally controlled by a user.,0.4718,565,"The product relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user.",0.3978,447,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented.",0.3882,1220,"The product implements access controls via a policy or other feature with the intention to disable or restrict accesses (reads and/or writes) to assets in a system from untrusted agents. However, implemented access controls lack required granularity, which renders the control policy too broad because it allows accesses from unauthorized agents to the security-sensitive assets.",0.3764,618,"An ActiveX control is intended for use in a web browser, but it exposes dangerous methods that perform actions that are outside of the browser's security model (e.g. the zone or domain).",0.3329,169,0.1311,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.
cwe-306,my-eg-2,"The admin_page function checks if the user is logged in and if they are an admin. If they are, it returns a secret page. Otherwise, it returns a permission denied message.",756,"The product does not return custom error pages to the user, possibly exposing sensitive information.",0.3945,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.3384,425,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",0.3122,267,"A particular privilege, role, capability, or right can be used to perform unsafe actions that were not intended, even when it is assigned to the correct entity.",0.3010,523,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.,0.2985,37,0.2169,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.
cwe-306,my-eg-3,"The change_email function is a POST function that allows a user to change their email address. The function first checks to make sure that the user is logged in and has provided the current password. If the user is not logged in or has not provided the correct password, the function returns an error message.

If the user is logged in and has provided the correct password, the function checks to make sure that the new email address is different from the old email address. If the new email address is the same as the old email address, the function returns an error message.

If the new email address is different from the old email address, the function checks to make sure that the new email address is not already in use. If the new email address is already in use, the function returns an error message.

If the new email address is not already in use, the function updates the user's email address in the database and returns a success message.",393,"A function or operation returns an incorrect return value or status code that does not indicate an error, but causes the product to modify its behavior based on the incorrect result.",0.3426,562,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.",0.3133,620,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication.",0.3105,836,"The product records password hashes in a data store, receives a hash of a password from a client, and compares the supplied hash to the hash obtained from the data store.",0.2813,640,"The product contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.",0.2811,199,0.0680,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.
cwe-787,mitre-eg-5,"The main function does the following:

1. Checks if the user provided 1 argument.
2. Gets the argument.
3. Prints the argument.
4. Trims the trailing whitespace from the argument.
5. Prints the argument again.",474,The code uses a function that has inconsistent implementations across operating systems and versions.,0.4011,466,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,0.3712,1117,"The code contains a function or method whose signature and/or associated inline documentation does not sufficiently describe the callable's inputs, outputs, side effects, assumptions, or return codes.",0.3572,478,"The code does not have a default case in an expression with multiple conditions, such as a switch statement.",0.3448,562,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.",0.3353,24,0.2706,787,"The product writes data past the end, or before the beginning, of the intended buffer."
cwe-732,codeql-eg-DoNotCreateWorldWriteable-a,"The main function saves the important config to a file and changes the permissions of the config file to read and write for the owner, and read-only for everyone else.",15,One or more system settings or configuration elements can be externally controlled by a user.,0.4760,276,"During installation, installed file permissions are set to allow anyone to modify those files.",0.3797,921,The product stores sensitive information in a file system or device that does not have built-in access control.,0.3587,732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,0.3537,73,The product allows user input to control or influence paths or file names that are used in filesystem operations.,0.3495,4,0.3537,732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.
cwe-732,codeql-eg-DoNotCreateWorldWriteable-b,"The main function saves the important config to a file, ensuring it is not world-writable. It then changes the permissions of the config file to read for everyone.",15,One or more system settings or configuration elements can be externally controlled by a user.,0.4373,1108,"The code is structured in a way that relies too much on using or setting global variables throughout various points in the code, instead of preserving the associated information in a narrower, more local context.",0.4076,276,"During installation, installed file permissions are set to allow anyone to modify those files.",0.3849,1107,"The source code uses symbolic constants, but it does not sufficiently place the definitions of these constants into a more centralized or isolated location.",0.3449,732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,0.3219,5,0.3219,732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.
cwe-732,codeql-eg-WeakFilePermissions,The program saves the super secret info to a file called secret.txt and sets restricted permissions on the file so that only the owner can read it.,921,The product stores sensitive information in a file system or device that does not have built-in access control.,0.5326,379,The product creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.,0.4953,910,The product uses or accesses a file descriptor after it has been closed.,0.4472,1220,"The product implements access controls via a policy or other feature with the intention to disable or restrict accesses (reads and/or writes) to assets in a system from untrusted agents. However, implemented access controls lack required granularity, which renders the control policy too broad because it allows accesses from unauthorized agents to the security-sensitive assets.",0.4450,732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,0.4322,5,0.4322,732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.
cwe-89,my-eg-2,"
 The insert_user_message_in_db function inserts a user's message into the database. It takes two parameters: the username of the user and the message they want to post. The function first gets a connection to the database using the get_db_connection function. It then creates a cursor and executes an INSERT INTO statement to insert the user's message into the database. The function finally commits the changes to the database and closes the connection.",562,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.",0.3418,619,"If a database cursor is not closed properly, then it could become accessible to other users while retaining the same privileges that were originally assigned, leaving the cursor dangling.",0.3176,1073,"The product contains a client with a function or method that contains a large number of data accesses/queries that are sent through a data manager, i.e., does not use efficient database capabilities.",0.3099,1083,"The product is intended to manage data access through a particular data manager component such as a relational or non-SQL database, but it contains code that performs data access operations without using that component.",0.2952,1117,"The code contains a function or method whose signature and/or associated inline documentation does not sufficiently describe the callable's inputs, outputs, side effects, assumptions, or return codes.",0.2588,40,0.2087,89,"The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component."
cwe-89,codeql-eg-SqlInjection-a,"The unsubscribe function checks if the email (GET variable) is in the database and if so, unsubscribes the user. It does this by making a query to check if the user is already on the subscribe list. If the user is found, a query is made to remove the row with the given email. The connection is then committed and closed.",375,Sending non-cloned mutable data as a return value may result in that data being altered or deleted by the calling function.,0.3182,924,"The product establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission.",0.2870,501,The product mixes trusted and untrusted data in the same data structure or structured message.,0.2744,640,"The product contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.",0.2567,260,The product stores a password in a configuration file that might be accessible to actors who do not know the password.,0.2549,116,0.1369,89,"The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component."
cwe-20,codeql-eg-IncompleteHostnameRegExp,"The unsubscribe function checks if the target URL is for the example.com domain. If it is, the function redirects the user to the target URL. If it is not, the function redirects the user to the home page.",601,"A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks.",0.3871,698,"The web application sends a redirect to another location, but instead of exiting, it executes additional code.",0.3121,1265,"During execution of non-reentrant code, the product performs a call that unintentionally produces a nested invocation of the non-reentrant code.",0.2912,204,The product provides different responses to incoming requests in a way that reveals internal state information to an unauthorized actor outside of the intended control sphere.,0.2710,375,Sending non-cloned mutable data as a return value may result in that data being altered or deleted by the calling function.,0.2707,100,0.1586,20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly."
cwe-20,codeql-eg-IncompleteUrlSubstringSanitization,"The redirect_func function takes a URL as a parameter and redirects the user to that URL if the URL is for the ""example.com"" domain. If the URL is not for the ""example.com"" domain, the function returns a message indicating that the URL is invalid.",601,"A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks.",0.4189,698,"The web application sends a redirect to another location, but instead of exiting, it executes additional code.",0.3650,562,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.",0.3109,248,"An exception is thrown from a function, but it is not caught.",0.2982,393,"A function or operation returns an incorrect return value or status code that does not indicate an error, but causes the product to modify its behavior based on the incorrect result.",0.2932,106,0.1137,20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly."
cwe-476,codeql-eg-MissingNullTest-c,The main function allocates a buffer of size 1024 bytes and copies the first 100 characters from standard input into the buffer.,787,"The product writes data past the end, or before the beginning, of the intended buffer.",0.5418,805,"The product uses a sequential operation to read or write a buffer, but it uses an incorrect length value that causes it to access memory that is outside of the bounds of the buffer.",0.5413,125,"The product reads data past the end, or before the beginning, of the intended buffer.",0.5326,120,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow.",0.5088,786,The product reads or writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.,0.5084,146,0.1251,476,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit."
