Index,CWE,Vulnerable,relation-with-Top-3,#relevant-top-3,relations,TP,TN,FP,FN,Extra FN,similar-id-1,similar-id-2,similar-id-3
3778,125,0,No,0,,,,Yes,,,1204,,
3780,125,0,No,0,,,Yes,,,,,,
3782,119,0,No,0,,,Yes,,,,,,
3783,20,0,No,0,,,,Yes,,,176,554,323
3784,20,0,Yes,1,20 and 138 are siblings,,,Yes,,,616,1393,138
3785,125,0,No,0,,,Yes,,,,,,
3786,264,0,No,0,,,,Yes,,,833,1111,131
3787,20,0,No,0,,,,Yes,,,616,1319,1104
3788,119,0,No,0,,,,Yes,,,1049,567,1116
3790,362,0,No,0,,,Yes,,,,,,
3791,119,0,No,0,,,Yes,,,,,,
3792,77,0,No,0,,,,Yes,,,613,281,614
3793,200,0,No,0,,,,Yes,,,1240,,
3794,119,0,No,0,,,,Yes,,,491,97,789
3795,119,0,No,0,,,,Yes,,,1094,1042,1066
3797,189,0,No,0,,,,Yes,,,662,35,1246
3798,189,0,No,0,,,Yes,,,,,,
3799,190,0,No,0,,,,Yes,,,1329,,
3800,415,0,No,0,,,,Yes,,,1224,1022,
3802,189,0,No,0,,,,Yes,,,1240,,
3803,119,0,No,0,,,Yes,,,,,,
3804,20,0,No,0,,,,Yes,,,1330,1336,
3806,399,0,No,0,,,,Yes,,,597,761,1094
3807,119,0,No,0,,,Yes,,,,,,
3808,264,0,No,0,,,,Yes,,,121,157,689
3809,362,0,Yes,1,662 CanPrecede 362,,,Yes,,,662,329,207
3812,119,0,No,0,,,,Yes,,,1125,285,1104
3813,125,0,No,0,,,,Yes,,,832,596,1390
3814,264,0,No,0,,,Yes,,,,,,
3816,190,0,No,0,,,Yes,,,,,,
3817,200,0,No,0,,,,Yes,,,1240,,
3818,20,0,No,0,,,,Yes,,,396,605,1312
3819,264,0,No,0,,,,Yes,,,1326,,
3820,134,0,No,0,,,Yes,,,,,,
3821,20,0,No,0,,,,Yes,,,1240,,
3822,362,0,No,0,,,,Yes,,,1240,,
3823,125,0,No,0,,,Yes,,,,,,
3824,264,0,No,0,,,,Yes,,,590,,
3825,20,0,No,0,,,Yes,,,,,,
3826,119,0,No,0,,,Yes,,,,,,
3828,416,0,No,0,,,,Yes,,,667,917,1116
3830,119,0,No,0,,,,Yes,,,1240,,
3831,20,0,No,0,,,,Yes,,,1320,,
3832,287,0,No,0,,,,Yes,,,533,534,542
3833,476,0,No,0,,,Yes,,,,,,
3834,399,0,No,0,,,,Yes,,,1119,1118,1092
3837,416,0,No,0,,,,Yes,,,1268,1339,116
3838,119,0,No,0,,,,Yes,,,605,1284,433
3839,119,0,No,0,,,,Yes,,,1044,692,1262
3840,476,0,No,0,,,,Yes,,,312,1235,262
3842,20,0,No,0,,,Yes,,,,,,
3843,399,0,No,0,,,,Yes,,,415,26,1071
3844,119,0,No,0,,,,Yes,,,329,1270,662
3845,20,0,Yes,1,1286 ChildOf 20,,,Yes,,,1331,1286,807
3846,189,0,No,0,,,,Yes,,,1303,760,1268
3848,93,0,No,0,,,Yes,,,,,,
3849,119,0,No,0,,,Yes,,,,,,
3850,200,0,No,0,,,,Yes,,,1323,1299,
3851,362,0,No,0,,,,Yes,,,1264,759,1233
3852,79,0,No,0,,,,Yes,,,272,610,560
3853,835,0,No,0,,,,Yes,,,590,1096,435
3854,119,0,No,0,,,Yes,,,,,,
3855,416,0,No,0,,,,Yes,,,1330,1336,1292
3856,189,0,No,0,,,,Yes,,,626,707,612
3857,362,0,No,0,,,Yes,,,,,,
3859,617,0,No,0,,,,Yes,,,1240,,
3860,119,0,No,0,,,,Yes,,,1240,,
3861,20,0,No,0,,,,Yes,,,1310,1235,29
3862,89,0,No,0,,,Yes,,,,,,
3863,90,0,No,0,,,,Yes,,,1240,20,1299
3864,264,0,No,0,,,Yes,,,,,,
3865,190,0,No,0,,,,Yes,,,1233,,
3866,399,0,No,0,,,Yes,,,,,,
3868,78,0,No,0,,,Yes,,,,,,
3869,399,0,No,0,,,,Yes,,,1224,1022,1311
3871,125,0,No,0,,,,Yes,,,613,614,281
3873,362,0,No,0,,,,Yes,,,35,1039,1267
3875,416,0,No,0,,,Yes,,,,,,
3877,362,0,No,0,,,,Yes,,,272,402,270
3879,59,0,No,0,,,,Yes,,,1317,1191,1318
3882,20,0,No,0,,,,Yes,,,128,655,148
3883,20,0,No,0,,,Yes,,,,,,
3884,20,0,Yes,1,1289 ChildOf 20,,,Yes,,,1331,1289,1301
3885,772,0,No,0,,,,Yes,,,527,316,1331
3886,284,0,No,0,,,,Yes,,,598,467,583
3887,189,0,No,0,,,,Yes,,,599,1076,785
3890,119,0,No,0,,,,Yes,,,1240,,
3891,416,0,No,0,,,,Yes,,,637,26,1071
3892,476,0,No,0,,,,Yes,,,244,1248,
3896,754,0,No,0,,,,Yes,,,621,1281,26
3897,416,0,No,0,,,Yes,,,,,,
3898,787,0,No,0,,,,Yes,,,1282,1193,365
3899,362,0,No,0,,,,Yes,,,64,583,127
3900,20,0,No,0,,,Yes,,,,,,
3902,119,0,No,0,,,,Yes,,,1224,1311,1022
3903,284,0,No,0,,,,Yes,,,1329,,
3904,20,0,No,0,,,,Yes,,,1043,86,98
3905,20,0,No,0,,,,Yes,,,85,459,419
3906,617,0,No,0,,,,Yes,,,1323,,
3907,772,0,No,0,,,,Yes,,,613,281,614
3908,125,0,No,0,,,,Yes,,,1256,,
3911,20,0,No,0,,,Yes,,,,,,
3912,20,0,No,0,,,,Yes,,,1058,551,489
3913,264,0,No,0,,,,Yes,,,1282,912,1230
3914,416,0,No,0,,,,Yes,,,1209,920,34
3915,476,0,No,0,,,,Yes,,,1125,777,1315
3916,20,0,No,0,,,,Yes,,,14,117,109
3917,190,0,No,0,,,Yes,,,,,,
3918,119,0,No,0,,,Yes,,,,,,
3919,400,0,No,0,,,Yes,,,,,,
3920,119,0,No,0,,,,Yes,,,329,,
3921,119,0,No,0,,,,Yes,,,1120,1042,1094
3922,416,0,No,0,,,Yes,,,,,,
3923,189,0,No,0,,,Yes,,,,,,
3924,119,0,No,0,,,,Yes,,,1304,,
3925,119,0,No,0,,,Yes,,,,,,
3926,310,0,No,0,,,,Yes,,,64,1107,583
3927,704,0,No,0,,,,Yes,,,342,239,440
3928,119,0,No,0,,,,Yes,,,290,84,698
3930,254,0,No,0,,,,Yes,,,459,419,85
3931,264,0,No,0,,,,Yes,,,587,152,153
3932,611,0,No,0,,,,Yes,,,657,56,48
3933,264,0,No,0,,,,Yes,,,1223,1326,1389
3935,254,0,No,0,,,Yes,,,,,,
3936,532,0,No,0,,,Yes,,,,,,
3937,125,0,No,0,,,,Yes,,,1330,,
3938,254,0,No,0,,,Yes,,,,,,
3939,264,0,No,0,,,,Yes,,,37,628,47
3940,119,0,No,0,,,,Yes,,,66,86,245
3942,834,0,No,0,,,Yes,,,,,,
3943,399,0,No,0,,,Yes,,,,,,
3944,20,0,No,0,,,Yes,,,,,,
3945,284,0,No,0,,,,Yes,,,597,1084,294
3946,200,0,No,0,,,,Yes,,,1240,,
3947,254,0,No,0,,,Yes,,,,,,
3948,20,0,No,0,,,Yes,,,,,,
3949,20,0,No,0,,,Yes,,,,,,
3950,200,0,No,0,,,,Yes,,,1118,1055,1123
3951,264,0,No,0,,,Yes,,,,,,
3952,787,0,No,0,,,,Yes,,,1389,1326,1223
3953,189,0,No,0,,,Yes,,,,,,
3954,399,0,No,0,,,,Yes,,,1071,1281,26
3955,416,0,No,0,,,,Yes,,,56,48,657
3956,494,0,No,0,,,Yes,,,,,,
3957,399,0,No,0,,,Yes,,,,,,
3958,20,0,No,0,,,Yes,,,,,,
3959,119,0,No,0,,,,Yes,,,391,314,623
3960,125,0,No,0,,,Yes,,,,,,
3961,119,0,No,0,,,,Yes,,,1243,,
3962,20,0,No,0,,,,Yes,,,1104,616,1319
3967,119,0,No,0,,,,Yes,,,234,122,96
3969,20,0,No,0,,,,Yes,,,1062,593,53
3971,476,0,Yes,1,476 and 657 are siblings,,,Yes,,,835,657,185
3973,399,0,No,0,,,,Yes,,,698,84,549
3974,284,0,No,0,,,Yes,,,,,,
3975,20,0,No,0,,,Yes,,,,,,
3976,59,0,No,0,,,,Yes,,,1312,396,1064
3978,119,0,No,0,,,,Yes,,,93,42,46
3980,200,0,No,0,,,,Yes,,,605,1392,1284
3981,125,0,No,0,,,,Yes,,,1278,,
3983,264,0,No,0,,,,Yes,,,1240,,
3984,264,0,No,0,,,,Yes,,,588,220,302
3985,476,0,No,0,,,Yes,,,,,,
3987,200,0,No,0,,,Yes,,,,,,
3988,119,0,No,0,,,Yes,,,,,,
3989,787,0,No,0,,,,Yes,,,553,128,217
3991,416,0,No,0,,,Yes,,,,,,
3992,416,0,No,0,,,Yes,,,,,,
3994,264,0,No,0,,,,Yes,,,491,97,14
3995,119,0,No,0,,,Yes,,,,,,
3996,78,0,No,0,,,Yes,,,,,,
3997,200,0,No,0,,,,Yes,,,1240,,
3998,287,0,No,0,,,,Yes,,,1072,1095,126
3999,416,0,No,0,,,,Yes,,,527,863,1331
4000,189,0,No,0,,,,Yes,,,1326,,
4001,119,0,No,0,,,Yes,,,,,,
4003,399,0,No,0,,,,Yes,,,244,34,31
4004,189,0,No,0,,,,Yes,,,378,193,287
4005,119,0,No,0,,,Yes,,,,,,
4007,119,0,No,0,,,,Yes,,,785,436,599
4008,125,0,No,0,,,,Yes,,,494,221,52
4009,264,0,No,0,,,,Yes,,,626,312,125
4010,200,0,No,0,,,,Yes,,,1223,1389,1326
4011,119,0,No,0,,,,Yes,,,250,1232,1278
4013,125,0,No,0,,,Yes,,,,,,
4014,119,0,No,0,,,,Yes,,,262,492,1235
4015,617,0,No,0,,,,Yes,,,1123,315,330
4016,119,0,No,0,,,Yes,,,,,,
4017,264,0,No,0,,,Yes,,,,,,
4018,20,0,No,0,,,,Yes,,,1058,1394,511
4019,119,0,No,0,,,,Yes,,,1240,,
4020,20,0,No,0,,,,Yes,,,528,541,607
4021,119,0,No,0,,,,Yes,,,1058,551,257
4022,284,0,No,0,,,Yes,,,,,,
4023,476,0,No,0,,,,Yes,,,86,243,245
4024,20,0,No,0,,,,Yes,,,155,216,391
4025,119,0,No,0,,,,Yes,,,1331,1234,527
4026,399,0,No,0,,,,Yes,,,439,305,1187
4027,254,0,No,0,,,,Yes,,,1296,216,563
4029,20,0,No,0,,,Yes,,,,,,
4030,254,0,No,0,,,Yes,,,,,,
4031,20,0,No,0,,,,Yes,,,298,776,92
4032,125,0,No,0,,,,Yes,,,391,484,326
4034,20,0,No,0,,,Yes,,,,,,
4035,787,0,No,0,,,Yes,,,,,,
4036,189,0,No,0,,,,Yes,,,304,657,43
4037,264,0,No,0,,,Yes,,,,,,
4038,772,0,No,0,,,Yes,,,,,,
4039,190,0,No,0,,,Yes,,,,,,
4040,264,0,No,0,,,,Yes,,,834,1058,511
4043,399,0,No,0,,,Yes,,,,,,
4044,416,0,No,0,,,Yes,,,,,,
4045,264,0,No,0,,,Yes,,,,,,
4047,264,0,No,0,,,,Yes,,,482,97,789
4048,20,0,No,0,,,Yes,,,,,,
4049,20,0,No,0,,,,Yes,,,1058,1086,1060
4050,134,0,No,0,,,,Yes,,,1111,193,166
4051,416,0,No,0,,,,Yes,,,1224,1022,1274
4052,119,0,No,0,,,,Yes,,,122,241,514
4053,190,0,No,0,,,Yes,,,,,,
4055,399,0,No,0,,,,Yes,,,1281,621,26
4056,20,0,No,0,,,Yes,,,,,,
4057,476,0,No,0,,,,Yes,,,1296,563,908
4059,20,0,No,0,,,,Yes,,,35,,
4060,119,0,No,0,,,,Yes,,,216,1296,155
4061,399,0,No,0,,,,Yes,,,316,527,925
4062,362,0,No,0,,,,Yes,,,546,1075,583
4063,119,0,No,0,,,,Yes,,,30,32,626
4064,20,0,No,0,,,,Yes,,,619,298,776
4066,20,0,No,0,,,Yes,,,,,,
4067,20,0,No,0,,,Yes,,,,,,
4068,119,0,No,0,,,,Yes,,,1240,,
4070,269,0,No,0,,,,Yes,,,140,448,449
4071,125,0,No,0,,,,Yes,,,1295,34,1248
4074,119,0,No,0,,,,Yes,,,1240,,
4075,119,0,No,0,,,,Yes,,,567,316,184
4076,200,0,No,0,,,,Yes,,,439,1187,305
4077,20,0,No,0,,,Yes,,,,,,
4078,476,0,No,0,,,Yes,,,,,,
4080,254,0,No,0,,,Yes,,,,,,
4081,264,0,No,0,,,,Yes,,,545,40,39
4082,264,0,No,0,,,,Yes,,,1069,91,1063
4083,732,0,Yes,1,732 and 583 are siblings,,,Yes,,,1394,583,1105
4084,200,0,No,0,,,,Yes,,,1240,20,
4085,310,0,No,0,,,,Yes,,,415,1071,1054
4087,125,0,No,0,,,,Yes,,,1101,595,1082
4088,264,0,No,0,,,Yes,,,,,,
4089,200,0,No,0,,,Yes,,,,,,
4090,119,0,No,0,,,,Yes,,,586,,
4093,476,0,No,0,,,Yes,,,,,,
4094,254,0,No,0,,,,Yes,,,323,176,554
4095,399,0,No,0,,,,Yes,,,1240,,
4097,399,0,No,0,,,,Yes,,,527,316,1331
4098,119,0,No,0,,,,Yes,,,1296,216,1087
4099,200,0,No,0,,,,Yes,,,1074,1392,1094
4100,200,0,No,0,,,,Yes,,,749,615,1041
4102,310,0,No,0,,,,Yes,,,1096,590,615
4103,415,0,No,0,,,Yes,,,,,,
4104,617,0,No,0,,,Yes,,,,,,
4105,284,0,No,0,,,,Yes,,,587,152,153
4106,119,0,No,0,,,Yes,,,,,,
4107,119,0,No,0,,,,Yes,,,494,,
4108,362,0,No,0,,,,Yes,,,1240,,
4109,254,0,No,0,,,,Yes,,,1240,,
4110,78,0,No,0,,,Yes,,,,,,
4111,20,0,No,0,,,,Yes,,,1315,1125,61
4112,20,0,No,0,,,,Yes,,,245,86,692
4113,264,0,No,0,,,,Yes,,,587,5,152
4114,20,0,No,0,,,,Yes,,,1261,1332,
4115,399,0,No,0,,,,Yes,,,95,216,183
4116,362,0,No,0,,,Yes,,,,,,
4118,119,0,No,0,,,,Yes,,,1250,,
4119,476,0,No,0,,,,Yes,,,216,95,1296
4120,416,0,No,0,,,,Yes,,,760,88,1268
4121,310,0,No,0,,,,Yes,,,530,598,1057
4122,269,0,No,0,,,,Yes,,,1329,,
4123,119,0,No,0,,,,Yes,,,1330,,
4124,617,0,No,0,,,,Yes,,,1224,1339,
4125,200,0,No,0,,,Yes,,,,,,
4126,287,0,No,0,,,,Yes,,,590,913,435
4127,119,0,No,0,,,Yes,,,,,,
4129,399,0,No,0,,,Yes,,,,,,
4132,20,0,No,0,,,Yes,,,,,,
4133,20,0,Yes,1,1289 ChildOf 20,,,Yes,,,1289,1331,1301
4135,119,0,No,0,,,Yes,,,,,,
4136,125,0,No,0,,,Yes,,,,,,
4137,399,0,No,0,,,,Yes,,,93,43,304
4140,399,0,No,0,,,,Yes,,,1071,415,637
4141,400,0,No,0,,,,Yes,,,35,1039,89
4142,399,0,No,0,,,,Yes,,,396,605,1284
4143,119,0,No,0,,,Yes,,,,,,
4145,20,0,No,0,,,,Yes,,,1042,1120,1085
4146,416,0,No,0,,,,Yes,,,1282,1189,918
4147,399,0,No,0,,,Yes,,,,,,
4148,189,0,No,0,,,,Yes,,,64,,
4150,400,0,No,0,,,,Yes,,,226,1273,1338
4151,404,0,No,0,,,,Yes,,,34,1295,244
4152,20,0,Yes,1,20 PeerOf 345,,,Yes,,,696,705,345
4153,264,0,No,0,,,,Yes,,,40,39,1078
4154,189,0,No,0,,,Yes,,,,,,
4155,119,0,No,0,,,Yes,,,,,,
4156,264,0,No,0,,,,Yes,,,28,616,354
4157,264,0,No,0,,,,Yes,,,1055,1121,1119
4158,189,0,No,0,,,,Yes,,,1246,35,1039
4159,119,0,No,0,,,Yes,,,,,,
4160,119,0,No,0,,,,Yes,,,1256,1299,1323
4162,310,0,No,0,,,,Yes,,,1240,,
4163,119,0,No,0,,,,Yes,,,1107,690,583
4164,119,0,No,0,,,Yes,,,,,,
4165,20,0,No,0,,,,Yes,,,318,686,6
4167,22,0,No,0,,,Yes,,,,,,
4168,254,0,No,0,,,,Yes,,,250,1278,1232
4170,399,0,No,0,,,Yes,,,,,,
4171,284,0,No,0,,,,Yes,,,1096,,
4172,189,0,No,0,,,Yes,,,,,,
4173,476,0,No,0,,,Yes,,,,,,
4174,189,0,No,0,,,,Yes,,,315,337,
4176,264,0,No,0,,,,Yes,,,1022,1224,1316
4177,119,0,No,0,,,,Yes,,,920,34,1321
4178,787,0,No,0,,,,Yes,,,156,43,56
4180,264,0,No,0,,,,Yes,,,551,1058,219
4182,125,0,No,0,,,Yes,,,,,,
4183,264,0,No,0,,,,Yes,,,1044,1262,86
4184,399,0,No,0,,,Yes,,,,,,
4185,362,0,Yes,1,362 and 1281 are siblings,,,Yes,,,1281,621,111
4186,362,0,No,0,,,,Yes,,,1282,1024,594
4187,20,0,No,0,,,,Yes,,,1024,594,1301
4188,125,0,No,0,,,Yes,,,,,,
4189,125,0,No,0,,,,Yes,,,1326,,
4190,200,0,No,0,,,,Yes,,,657,185,835
4191,310,0,No,0,,,,Yes,,,1240,,
4192,20,0,Yes,1,179 ChildOf 20,,,Yes,,,1090,179,772
4193,399,0,No,0,,,,Yes,,,657,56,48
4194,362,0,No,0,,,Yes,,,,,,
4195,190,0,No,0,,,,Yes,,,1278,1236,1385
4197,200,0,No,0,,,Yes,,,,,,
4199,20,0,No,0,,,Yes,,,,,,
4201,93,0,No,0,,,Yes,,,,,,
4204,264,0,No,0,,,Yes,,,,,,
4205,254,0,No,0,,,,Yes,,,1118,1119,23
4209,399,0,No,0,,,Yes,,,,,,
4211,200,0,No,0,,,Yes,,,,,,
4212,20,0,No,0,,,Yes,,,,,,
4214,399,0,No,0,,,,Yes,,,1251,,
4215,119,0,No,0,,,,Yes,,,1332,1304,
4217,1021,0,No,0,,,,Yes,,,584,1111,166
4218,264,0,No,0,,,,Yes,,,829,759,329
4219,200,0,No,0,,,,Yes,,,35,,
4220,416,0,No,0,,,,Yes,,,1240,,
4221,269,0,No,0,,,Yes,,,,,,
4222,416,0,No,0,,,,Yes,,,1320,,
4223,200,0,No,0,,,Yes,,,,,,
4224,404,0,No,0,,,,Yes,,,1321,520,244
4225,20,0,No,0,,,,Yes,,,391,326,484
4226,189,0,No,0,,,,Yes,,,31,,
4230,704,0,No,0,,,Yes,,,,,,
4231,399,0,No,0,,,,Yes,,,1052,454,1127
4232,264,0,No,0,,,,Yes,,,829,329,843
4233,416,0,No,0,,,Yes,,,,,,
4234,20,0,No,0,,,,Yes,,,176,323,554
4235,264,0,No,0,,,Yes,,,,,,
4237,264,0,No,0,,,Yes,,,,,,
4238,125,0,No,0,,,,Yes,,,598,775,1107
4239,20,0,No,0,,,Yes,,,,,,
4240,362,0,No,0,,,,Yes,,,1312,111,1064
4242,399,0,No,0,,,,Yes,,,28,426,26
4243,125,0,No,0,,,Yes,,,,,,
4244,20,0,No,0,,,,Yes,,,491,482,97
4245,787,0,No,0,,,Yes,,,,,,
4246,416,0,No,0,,,,Yes,,,197,,
4247,119,0,No,0,,,,Yes,,,1240,,
4248,119,0,No,0,,,,Yes,,,1094,1085,1089
4249,20,0,No,0,,,,Yes,,,28,26,616
4250,416,0,No,0,,,,Yes,,,1289,1301,1282
4251,190,0,No,0,,,Yes,,,,,,
4252,254,0,No,0,,,Yes,,,,,,
4254,264,0,No,0,,,,Yes,,,1174,592,456
4255,254,0,No,0,,,,Yes,,,1351,1323,1299
4257,200,0,No,0,,,,Yes,,,88,1268,1269
4258,119,0,No,0,,,,Yes,,,1224,,
4260,399,0,No,0,,,,Yes,,,621,28,138
4261,388,0,No,0,,,,Yes,,,26,621,1281
4262,20,0,No,0,,,,Yes,,,581,595,1101
4263,119,0,No,0,,,,Yes,,,502,539,1209
4264,190,0,No,0,,,,Yes,,,50,185,56
4265,254,0,No,0,,,Yes,,,,,,
4266,20,0,No,0,,,Yes,,,,,,
4267,310,0,No,0,,,,Yes,,,1240,,
4268,200,0,No,0,,,,Yes,,,541,607,528
4269,119,0,No,0,,,,Yes,,,25,1096,1117
4270,119,0,No,0,,,,Yes,,,439,1187,674
4272,200,0,Yes,1,200 and 642 are siblings,,,Yes,,,1385,642,1278
4274,200,0,No,0,,,,Yes,,,762,1262,761
4275,190,0,No,0,,,Yes,,,,,,
4276,399,0,No,0,,,,Yes,,,1289,1301,1331
4277,20,0,No,0,,,Yes,,,,,,
4278,772,0,No,0,,,Yes,,,,,,
4279,20,0,No,0,,,,Yes,,,1299,1256,
4280,362,0,No,0,,,Yes,,,,,,
4281,79,0,No,0,,,,Yes,,,1069,603,546
4282,416,0,No,0,,,Yes,,,,,,
4286,254,0,No,0,,,,Yes,,,1084,597,1066
4287,119,0,No,0,,,Yes,,,,,,
4288,362,0,No,0,,,,Yes,,,1089,524,294
4289,200,0,No,0,,,,Yes,,,1118,1065,776
4290,399,0,No,0,,,Yes,,,,,,
4291,20,0,No,0,,,Yes,,,,,,
4292,119,0,No,0,,,Yes,,,,,,
4293,20,0,No,0,,,,Yes,,,1299,1323,1256
4294,189,0,No,0,,,Yes,,,,,,
4295,20,0,No,0,,,Yes,,,,,,
4296,119,0,No,0,,,,Yes,,,336,683,202
4297,119,0,No,0,,,,Yes,,,1054,1064,111
4298,119,0,No,0,,,,Yes,,,1284,1074,1312
4299,416,0,No,0,,,,Yes,,,108,638,71
4300,79,0,No,0,,,Yes,,,,,,
4302,311,0,No,0,,,Yes,,,,,,
4303,254,0,No,0,,,,Yes,,,1221,1317,1191
4304,772,0,No,0,,,,Yes,,,531,,
4305,264,0,No,0,,,Yes,,,,,,
4306,772,0,No,0,,,,Yes,,,1101,566,595
4307,20,0,No,0,,,,Yes,,,1261,,
4308,476,0,No,0,,,Yes,,,,,,
4310,20,0,No,0,,,,Yes,,,1086,1056,590
4313,20,0,No,0,,,,Yes,,,1119,1118,1092
4316,416,0,No,0,,,,Yes,,,106,1049,567
4317,119,0,No,0,,,Yes,,,,,,
4318,119,0,No,0,,,,Yes,,,1106,317,785
4319,617,0,No,0,,,,Yes,,,1296,57,330
4320,264,0,No,0,,,,Yes,,,683,202,336
4321,264,0,No,0,,,,Yes,,,316,527,1298
4322,399,0,No,0,,,Yes,,,,,,
4325,264,0,No,0,,,Yes,,,,,,
4327,399,0,No,0,,,,Yes,,,121,14,83
4329,399,0,No,0,,,,Yes,,,705,434,345
4330,269,0,No,0,,,Yes,,,,,,
4331,264,0,No,0,,,,Yes,,,545,59,40
4332,264,0,No,0,,,,Yes,,,545,59,1078
4333,20,0,No,0,,,,Yes,,,1299,,
4334,416,0,No,0,,,Yes,,,,,,
4335,20,0,No,0,,,,Yes,,,1267,1039,35
4336,732,0,No,0,,,,Yes,,,391,484,410
4337,189,0,No,0,,,Yes,,,,,,
4338,190,0,No,0,,,,Yes,,,581,595,924
4340,20,0,No,0,,,,Yes,,,1299,1323,1256
4342,200,0,No,0,,,Yes,,,,,,
4343,416,0,No,0,,,,Yes,,,106,1049,917
4345,17,0,No,0,,,,Yes,,,916,,
4346,20,0,No,0,,,,Yes,,,92,619,150
4348,200,0,No,0,,,,Yes,,,1240,,
4349,20,0,No,0,,,Yes,,,,,,
4350,119,0,No,0,,,,Yes,,,468,12,608
4351,476,0,No,0,,,,Yes,,,34,1248,31
4352,416,0,No,0,,,,Yes,,,1058,1050,615
4353,787,0,No,0,,,,Yes,,,1240,,
4354,200,0,No,0,,,Yes,,,,,,
4355,89,0,No,0,,,Yes,,,,,,
4356,20,0,No,0,,,,Yes,,,798,1251,362
4357,617,0,No,0,,,Yes,,,,,,
4358,399,0,No,0,,,Yes,,,,,,
4359,200,0,No,0,,,,Yes,,,1076,436,1100
4361,119,0,No,0,,,,Yes,,,494,221,1098
4362,20,0,No,0,,,,Yes,,,925,527,667
4363,416,0,No,0,,,Yes,,,,,,
4364,125,0,No,0,,,,Yes,,,1331,,
4367,617,0,No,0,,,,Yes,,,415,1070,1054
4368,119,0,No,0,,,,Yes,,,1321,920,34
4369,79,0,No,0,,,,Yes,,,43,156,56
4370,416,0,No,0,,,Yes,,,,,,
4371,119,0,Yes,1,128 CanPrecede 119,,,Yes,,,128,655,108
4373,704,0,No,0,,,,Yes,,,1058,761,1043
4374,362,0,No,0,,,,Yes,,,14,157,121
4375,369,0,No,0,,,,Yes,,,476,391,487
4377,399,0,No,0,,,,Yes,,,1240,,
4378,20,0,No,0,,,,Yes,,,1312,1064,1054
4379,399,0,No,0,,,,Yes,,,1296,382,1087
4380,119,0,No,0,,,,Yes,,,1269,1268,760
4381,787,0,No,0,,,Yes,,,,,,
4382,125,0,No,0,,,Yes,,,,,,
4383,119,0,No,0,,,,Yes,,,615,243,1080
4384,125,0,No,0,,,,Yes,,,1248,34,1295
4385,119,0,No,0,,,Yes,,,,,,
4386,416,0,No,0,,,,Yes,,,1240,,
4387,20,0,No,0,,,,Yes,,,93,531,191
4388,399,0,No,0,,,,Yes,,,920,1321,502
4390,362,0,No,0,,,Yes,,,,,,
4391,119,0,No,0,,,,Yes,,,87,210,592
4392,264,0,No,0,,,,Yes,,,533,534,542
4393,399,0,No,0,,,,Yes,,,191,531,628
4394,399,0,No,0,,,,Yes,,,1299,1323,1351
4395,416,0,No,0,,,,Yes,,,1057,598,583
4396,119,0,No,0,,,Yes,,,,,,
4398,189,0,No,0,,,,Yes,,,1273,1326,22
4399,264,0,No,0,,,Yes,,,,,,
4400,119,0,No,0,,,,Yes,,,1351,,
4401,19,0,No,0,,,,Yes,,,494,1062,593
4402,264,0,No,0,,,,Yes,,,1320,502,520
4403,416,0,No,0,,,,Yes,,,1119,619,1092
4404,20,0,No,0,,,Yes,,,,,,
4405,189,0,No,0,,,Yes,,,,,,
4406,264,0,No,0,,,,Yes,,,492,626,29
4407,20,0,No,0,,,Yes,,,,,,
4409,20,0,No,0,,,Yes,,,,,,
4412,20,0,No,0,,,,Yes,,,1283,250,1385
4413,787,0,No,0,,,,Yes,,,468,608,12
4414,17,0,No,0,,,,Yes,,,1385,35,1278
4415,125,0,No,0,,,,Yes,,,1240,,
4416,416,0,No,0,,,,Yes,,,1296,57,1079
4417,362,0,No,0,,,,Yes,,,829,329,1222
4419,190,0,No,0,,,,Yes,,,1086,923,1060
4420,119,0,No,0,,,,Yes,,,1094,605,77
4422,264,0,No,0,,,,Yes,,,1176,1393,80
4424,200,0,No,0,,,,Yes,,,459,85,419
4425,399,0,No,0,,,,Yes,,,587,83,159
4426,399,0,No,0,,,Yes,,,,,,
4427,787,0,No,0,,,,Yes,,,367,1058,524
4429,20,0,No,0,,,Yes,,,,,,
4431,264,0,No,0,,,,Yes,,,1336,1292,
4432,20,0,No,0,,,Yes,,,,,,
4433,362,0,No,0,,,,Yes,,,333,51,395
4434,119,0,Yes,1,193 CanPrecede 119,,,Yes,,,193,378,166
4435,772,0,No,0,,,Yes,,,,,,
4437,20,0,No,0,,,,Yes,,,528,541,607
4438,189,0,No,0,,,Yes,,,,,,
4440,125,0,No,0,,,,Yes,,,1240,,
4441,835,0,No,0,,,,Yes,,,111,,
4442,119,0,No,0,,,Yes,,,,,,
4443,254,0,No,0,,,,Yes,,,551,1058,1394
4445,399,0,No,0,,,Yes,,,,,,
4446,399,0,No,0,,,,Yes,,,340,283,75
4447,200,0,No,0,,,,Yes,,,619,92,766
4448,310,0,No,0,,,Yes,,,,,,
4449,362,0,No,0,,,,Yes,,,1224,479,1316
4450,119,0,No,0,,,,Yes,,,1269,760,88
4451,287,0,Yes,1,287 and 1268 are siblings,,,Yes,,,1300,1268,
4452,200,0,No,0,,,,Yes,,,1240,,
4453,834,0,No,0,,,Yes,,,,,,
4455,264,0,No,0,,,Yes,,,,,,
4456,264,0,No,0,,,,Yes,,,587,5,159
4457,416,0,No,0,,,,Yes,,,1240,,
